"activity" "subject" "featureAcceleration" "featureInstrument" "featureJerk" "featureMagnitude" "featureAxis" "featureVariable" "average"
"WALKING" 14 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.974816884237288
"WALKING" 14 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.270314822881356
"WALKING" 14 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.954455935762712
"WALKING" 14 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.422495268474576
"WALKING" 14 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.947516969830508
"WALKING" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.304941637685185
"WALKING" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.326241676509259
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.150522456601852
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.392358826574074
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.0290159602935185
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.0463052303967593
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.32412327395575
"WALKING" 15 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.704659780648148
"WALKING" 15 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.230835446410648
"WALKING" 15 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.391111558240741
"WALKING" 15 "Body" "Accelerometer" NA NA "X" "Mean" -0.0217708562037037
"WALKING" 15 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.330241213981481
"WALKING" 15 "Body" "Accelerometer" NA NA "Y" "Mean" 0.047120061575
"WALKING" 15 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.10973877370537
"WALKING" 15 "Body" "Accelerometer" NA NA "Z" "Mean" -0.331281978833333
"WALKING" 15 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.527979524814815
"WALKING" 15 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.594527339351852
"WALKING" 15 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.645898051296296
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0776692754648148
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.283767987222222
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0552536572125926
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.702402935925926
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0510976492333333
"WALKING" 15 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.591668608148148
"WALKING" 15 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.366438754074074
"WALKING" 15 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.453774343833333
"WALKING" 15 "Body" "Gyroscope" NA NA "X" "Mean" -0.154443872531296
"WALKING" 15 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.343628999444444
"WALKING" 15 "Body" "Gyroscope" NA NA "Y" "Mean" -0.298332442220556
"WALKING" 15 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.393113108166667
"WALKING" 15 "Body" "Gyroscope" NA NA "Z" "Mean" -0.188607786726667
"WALKING" 15 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.515265124537037
"WALKING" 15 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.186514650759259
"WALKING" 15 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.323878324074074
"WALKING" 15 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.951524391481481
"WALKING" 15 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.978397287962963
"WALKING" 15 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.233918282592593
"WALKING" 15 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.971056501481481
"WALKING" 15 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.0757356734814815
"WALKING" 15 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.95805876537037
"WALKING" 16 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.370711487058824
"WALKING" 16 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.422417159215686
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.182191902686274
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.399553926764706
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.222293187687255
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.429588258235294
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.209362180647059
"WALKING" 16 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.44844725
"WALKING" 16 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.334614968039216
"WALKING" 16 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.53198012627451
"WALKING" 16 "Body" "Accelerometer" NA NA "X" "Mean" -0.0593834345098039
"WALKING" 16 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.406881505980392
"WALKING" 16 "Body" "Accelerometer" NA NA "Y" "Mean" -0.170964680394216
"WALKING" 16 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.334470220490196
"WALKING" 16 "Body" "Accelerometer" NA NA "Z" "Mean" -0.176583549019608
"WALKING" 16 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.170150554088235
"WALKING" 16 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.696112062058823
"WALKING" 16 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.734267646176471
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.110917348282353
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.675889722745098
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0433876843176471
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.712237752941177
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0532986670705882
"WALKING" 16 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.571264779411765
"WALKING" 16 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.577580236764706
"WALKING" 16 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.693107702941177
"WALKING" 16 "Body" "Gyroscope" NA NA "X" "Mean" -0.305459338776863
"WALKING" 16 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.663956491960784
"WALKING" 16 "Body" "Gyroscope" NA NA "Y" "Mean" -0.344663749676471
"WALKING" 16 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.612267255784314
"WALKING" 16 "Body" "Gyroscope" NA NA "Z" "Mean" -0.175510118705882
"WALKING" 16 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.384354660980392
"WALKING" 16 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.258766694117647
"WALKING" 16 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.47180926745098
"WALKING" 16 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.925981326078431
"WALKING" 16 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.982469595490196
"WALKING" 16 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.0668246472745098
"WALKING" 16 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.973784841960784
"WALKING" 16 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.217351194313725
"WALKING" 16 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.961387254313726
"WALKING" 17 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.318516080491803
"WALKING" 17 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.243452323204918
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.173063618293443
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.349679382213115
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.0906114334508197
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.0702882205836066
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.249525861146721
"WALKING" 17 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.539088153934426
"WALKING" 17 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.29026576557377
"WALKING" 17 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.513500187295082
"WALKING" 17 "Body" "Accelerometer" NA NA "X" "Mean" -0.0443249098360656
"WALKING" 17 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.31215322352459
"WALKING" 17 "Body" "Accelerometer" NA NA "Y" "Mean" -0.0417571512732787
"WALKING" 17 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.0365967908197541
"WALKING" 17 "Body" "Accelerometer" NA NA "Z" "Mean" -0.246312462163934
"WALKING" 17 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.26410804204918
"WALKING" 17 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.549939650163934
"WALKING" 17 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.530046985327869
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.109959237927869
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.431296148196721
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0379251328622951
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.560203489016393
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0513807166754098
"WALKING" 17 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.524422887377049
"WALKING" 17 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.426813947786885
"WALKING" 17 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.568907420655738
"WALKING" 17 "Body" "Gyroscope" NA NA "X" "Mean" -0.208469681858197
"WALKING" 17 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.492331401885246
"WALKING" 17 "Body" "Gyroscope" NA NA "Y" "Mean" -0.287071810467213
"WALKING" 17 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.447085845819672
"WALKING" 17 "Body" "Gyroscope" NA NA "Z" "Mean" -0.161547975935246
"WALKING" 17 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.412406567459016
"WALKING" 17 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.151151487704918
"WALKING" 17 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.461837866885246
"WALKING" 17 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.92811236852459
"WALKING" 17 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.980983351639344
"WALKING" 17 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.179927382704918
"WALKING" 17 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.968613202622951
"WALKING" 17 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.190265949622951
"WALKING" 17 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.956903248196721
"WALKING" 18 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.396653506696429
"WALKING" 18 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.434936073660714
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.1690223633125
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.372024854642857
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.1668170006375
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.320211438214286
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.295231077892857
"WALKING" 18 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.648826505
"WALKING" 18 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.356147406071429
"WALKING" 18 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.512954761160714
"WALKING" 18 "Body" "Accelerometer" NA NA "X" "Mean" -0.0487936988392857
"WALKING" 18 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.377036860267857
"WALKING" 18 "Body" "Accelerometer" NA NA "Y" "Mean" -0.130704317218304
"WALKING" 18 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.247139759767857
"WALKING" 18 "Body" "Accelerometer" NA NA "Z" "Mean" -0.296994683357143
"WALKING" 18 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.434104819553571
"WALKING" 18 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.673541104017857
"WALKING" 18 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.748000082321429
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0966435295642857
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.578133968392857
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0433771125875
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.694925789464286
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0502631568175
"WALKING" 18 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.663259579285714
"WALKING" 18 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.560401271071429
"WALKING" 18 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.638709118928571
"WALKING" 18 "Body" "Gyroscope" NA NA "X" "Mean" -0.324806703033482
"WALKING" 18 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.719670583839286
"WALKING" 18 "Body" "Gyroscope" NA NA "Y" "Mean" -0.316135443505893
"WALKING" 18 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.478661100714286
"WALKING" 18 "Body" "Gyroscope" NA NA "Z" "Mean" -0.221840252679464
"WALKING" 18 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.529913488035714
"WALKING" 18 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.287908078035714
"WALKING" 18 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.460346465357143
"WALKING" 18 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.92386524875
"WALKING" 18 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.983010882678571
"WALKING" 18 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.254317085892857
"WALKING" 18 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.975311658928571
"WALKING" 18 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0609313415892857
"WALKING" 18 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.97248384875
"WALKING" 19 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.0912344915353846
"WALKING" 19 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" 0.00668446010192308
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "X" "Mean" 0.0579313641157692
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" 0.100571689266442
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" 0.0125716093000146
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" 0.0831640963057692
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.0810603874125
"WALKING" 19 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.203610169705673
"WALKING" 19 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.0485222867435577
"WALKING" 19 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.212093061596827
"WALKING" 19 "Body" "Accelerometer" NA NA "X" "Mean" 0.121974802807692
"WALKING" 19 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.0533935097491346
"WALKING" 19 "Body" "Accelerometer" NA NA "Y" "Mean" 0.0750406084363461
"WALKING" 19 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.147208319587981
"WALKING" 19 "Body" "Accelerometer" NA NA "Z" "Mean" -0.113580015394231
"WALKING" 19 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.186675136706731
"WALKING" 19 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.213571400219231
"WALKING" 19 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.303818106551923
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0832353261384615
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" 0.0801186523134615
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0307128442115385
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.291594827626923
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0603091962115385
"WALKING" 19 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.213494065344231
"WALKING" 19 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" 0.00239951309711539
"WALKING" 19 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.0817223594278846
"WALKING" 19 "Body" "Gyroscope" NA NA "X" "Mean" 0.100322631937981
"WALKING" 19 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.0674123026630769
"WALKING" 19 "Body" "Gyroscope" NA NA "Y" "Mean" -0.0862559590163462
"WALKING" 19 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.123708197151058
"WALKING" 19 "Body" "Gyroscope" NA NA "Z" "Mean" 0.0346529955161538
"WALKING" 19 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.162237088645192
"WALKING" 19 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.0648173438653846
"WALKING" 19 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.0993927171359615
"WALKING" 19 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.935222559230769
"WALKING" 19 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.9698614625
"WALKING" 19 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.2233381
"WALKING" 19 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.958651200384615
"WALKING" 19 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0898428797307692
"WALKING" 19 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.929187930961539
"WALKING" 20 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.00579550956039216
"WALKING" 20 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.00499422766921569
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.0272969010294118
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.106441123698039
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" 0.0684359982029412
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" 0.249962478529804
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.169824952019608
"WALKING" 20 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.407677518137255
"WALKING" 20 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.0179344313198431
"WALKING" 20 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.273432198117647
"WALKING" 20 "Body" "Accelerometer" NA NA "X" "Mean" 0.0625925321519608
"WALKING" 20 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.221664218186275
"WALKING" 20 "Body" "Accelerometer" NA NA "Y" "Mean" 0.191132979338235
"WALKING" 20 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.464104074960784
"WALKING" 20 "Body" "Accelerometer" NA NA "Z" "Mean" -0.192876669401961
"WALKING" 20 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.24761597204902
"WALKING" 20 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.187629294347255
"WALKING" 20 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.160919956043137
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0679992365372549
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.253227445431373
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0514175758627451
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.127554090666667
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0549273707529412
"WALKING" 20 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.22704432732549
"WALKING" 20 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" 0.00831047744098039
"WALKING" 20 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.116497777508824
"WALKING" 20 "Body" "Gyroscope" NA NA "X" "Mean" -0.0585176456
"WALKING" 20 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.256436071313725
"WALKING" 20 "Body" "Gyroscope" NA NA "Y" "Mean" -0.0215452290128431
"WALKING" 20 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" 0.0967684786911765
"WALKING" 20 "Body" "Gyroscope" NA NA "Z" "Mean" -0.011878251377451
"WALKING" 20 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.215352836568627
"WALKING" 20 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.039402280578902
"WALKING" 20 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.156930391921569
"WALKING" 20 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.899965205686274
"WALKING" 20 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.970327266470588
"WALKING" 20 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.344443913137255
"WALKING" 20 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.962003383529412
"WALKING" 20 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.035130214
"WALKING" 20 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.953850439607843
"WALKING" 21 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.146074440594231
"WALKING" 21 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.0512611189288462
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.0611084146721154
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.111150838249615
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.0551063817730769
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.024777951082625
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.207940750007692
"WALKING" 21 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.43435300875
"WALKING" 21 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.187361025221154
"WALKING" 21 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.368929771663462
"WALKING" 21 "Body" "Accelerometer" NA NA "X" "Mean" 0.00284368410576923
"WALKING" 21 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.303181014413462
"WALKING" 21 "Body" "Accelerometer" NA NA "Y" "Mean" 0.00784277480923077
"WALKING" 21 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.0257625542345192
"WALKING" 21 "Body" "Accelerometer" NA NA "Z" "Mean" -0.202314199567308
"WALKING" 21 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.166824876472115
"WALKING" 21 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.46326396375
"WALKING" 21 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.439846727596154
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0868767709153846
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.238908311384615
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0515650260576923
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.482854309807692
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0621192104076923
"WALKING" 21 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.494927657115385
"WALKING" 21 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.347145862980769
"WALKING" 21 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.46027688875
"WALKING" 21 "Body" "Gyroscope" NA NA "X" "Mean" -0.146294861134423
"WALKING" 21 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.462046064038462
"WALKING" 21 "Body" "Gyroscope" NA NA "Y" "Mean" -0.2153867653625
"WALKING" 21 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.408646598076923
"WALKING" 21 "Body" "Gyroscope" NA NA "Z" "Mean" -0.0924454409307692
"WALKING" 21 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.348690479230769
"WALKING" 21 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.123455661519231
"WALKING" 21 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.299709752173077
"WALKING" 21 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.862524800961538
"WALKING" 21 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.969576355384615
"WALKING" 21 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.370984549423077
"WALKING" 21 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.964144520576923
"WALKING" 21 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.220947960192308
"WALKING" 21 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.974939388076923
"WALKING" 22 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.044446347925
"WALKING" 22 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" 0.13490983508587
"WALKING" 22 "Body" "Accelerometer" "Jerk" NA "X" "Mean" 0.0130365278196739
"WALKING" 22 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" 0.0269417439847826
"WALKING" 22 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" 0.0978351238369565
